seed,n_sources,cleared,ratio,avg_locate_clear_s,virtual_total_s,n_measure,n_clear,n_clear_miss,wall_s,error
36,12,12,1.0,551.308,6615.695,307,17,5,0.1899,
37,15,15,1.0,464.619,6969.284,240,16,1,0.176,
38,15,15,1.0,505.729,7585.935,269,24,9,0.1706,
39,11,11,1.0,593.485,6528.332,371,21,10,0.1936,
40,13,13,1.0,544.41,7077.336,311,20,7,0.2179,
41,13,13,1.0,551.581,7170.556,315,23,10,0.2239,
42,15,15,1.0,407.053,6105.794,216,23,8,0.1549,
43,10,10,1.0,751.061,7510.607,342,12,2,0.2337,
44,13,13,1.0,533.266,6932.463,289,20,7,0.1964,
45,12,12,1.0,587.004,7044.048,337,20,8,0.2357,
46,10,10,1.0,650.588,6505.881,342,11,1,0.2333,
47,12,12,1.0,561.854,6742.245,336,19,7,0.2122,
48,14,14,1.0,507.849,7109.883,313,20,6,0.174,
49,10,10,1.0,694.081,6940.808,349,15,5,0.2735,
50,13,13,1.0,556.105,7229.364,277,19,6,0.221,
51,11,11,1.0,672.081,7392.896,414,22,11,0.2421,
52,12,12,1.0,622.946,7475.347,330,23,11,0.1937,
53,14,14,1.0,535.3,7494.205,301,37,23,0.1936,
54,11,11,1.0,628.522,6913.742,342,15,4,0.2089,
55,10,10,1.0,711.063,7110.632,359,30,20,0.2435,
56,16,16,1.0,474.53,7592.479,265,28,12,0.1566,
57,10,10,1.0,682.416,6824.157,332,15,5,0.2478,
58,14,14,1.0,512.868,7180.149,278,29,15,0.1695,
59,11,11,1.0,603.221,6635.427,341,12,1,0.3089,
60,12,12,1.0,614.668,7376.013,342,31,19,0.2098,
61,13,13,1.0,526.68,6846.839,322,23,10,0.2087,
62,14,14,1.0,564.49,7902.857,354,32,18,0.201,
63,13,13,1.0,546.846,7108.992,285,17,4,0.2281,
64,13,13,1.0,564.927,7344.056,337,19,6,0.2049,
65,13,13,1.0,544.52,7078.76,309,21,8,0.2213,
66,10,10,1.0,769.433,7694.328,355,31,21,0.2442,
67,10,10,1.0,755.258,7552.579,359,29,19,0.3176,
68,15,15,1.0,487.778,7316.667,286,35,20,0.1676,
69,15,15,1.0,448.552,6728.283,234,18,3,0.16,
70,10,10,1.0,689.198,6891.982,365,26,16,0.227,
71,12,12,1.0,549.699,6596.39,304,12,0,0.2178,
72,10,10,1.0,712.089,7120.892,364,21,11,0.2364,
73,12,12,1.0,594.018,7128.222,323,15,3,0.2421,
74,16,16,1.0,456.877,7310.032,244,24,8,0.144,
75,13,13,1.0,534.383,6946.974,288,24,11,0.209,
76,12,12,1.0,557.812,6693.747,310,15,3,0.2536,
77,16,16,1.0,455.394,7286.302,262,26,10,0.1722,
78,16,16,1.0,444.707,7115.314,328,29,13,0.1791,
79,11,11,1.0,604.702,6651.721,312,13,2,0.2174,
80,12,12,1.0,589.235,7070.823,294,24,12,0.2167,
81,14,14,1.0,501.295,7018.129,309,22,8,0.2736,
82,11,11,1.0,658.79,7246.689,364,19,8,0.2595,
83,13,13,1.0,583.995,7591.937,328,32,19,0.2177,
84,15,15,1.0,463.51,6952.654,301,16,1,0.2246,
85,11,11,1.0,652.411,7176.523,329,19,8,0.2993,
86,16,16,1.0,440.507,7048.112,270,32,16,0.1953,
87,11,11,1.0,655.7,7212.702,359,17,6,0.281,
88,13,13,1.0,517.741,6730.636,280,32,19,0.2245,
89,10,10,1.0,679.318,6793.183,329,12,2,0.2705,
90,11,11,1.0,698.055,7678.603,362,33,22,0.2732,
91,10,10,1.0,735.694,7356.943,372,24,14,0.3564,
92,13,13,1.0,566.849,7369.035,362,27,14,0.2634,
93,16,16,1.0,438.929,7022.861,222,20,4,0.1485,
94,14,14,1.0,526.337,7368.717,306,31,17,0.3389,
95,16,16,1.0,443.891,7102.256,289,24,8,0.2198,
96,12,12,1.0,550.661,6607.931,284,14,2,0.2847,
97,11,11,1.0,652.997,7182.962,324,20,9,0.3147,
98,12,12,1.0,639.354,7672.247,347,30,18,0.2628,
99,13,13,1.0,521.514,6779.682,294,24,11,0.2354,
100,11,11,1.0,618.956,6808.52,334,20,9,0.3372,
101,14,14,1.0,495.527,6937.384,297,29,15,0.2443,
102,11,11,1.0,613.619,6749.814,353,13,2,0.4634,
103,15,15,1.0,500.516,7507.74,256,16,1,0.3472,
104,10,10,1.0,730.508,7305.076,335,20,10,0.3076,
105,14,14,1.0,502.051,7028.714,292,16,2,0.169,
106,15,15,1.0,483.14,7247.101,315,30,15,0.1739,
107,11,11,1.0,649.527,7144.799,351,20,9,0.2285,
108,11,11,1.0,675.857,7434.427,358,17,6,0.2698,
109,12,12,1.0,582.834,6994.012,341,14,2,0.2256,
110,13,13,1.0,584.264,7595.434,313,41,28,0.2412,
111,16,16,1.0,451.205,7219.273,292,26,10,0.1706,
112,13,13,1.0,510.638,6638.296,278,15,2,0.2187,
113,10,10,1.0,786.78,7867.801,345,29,19,0.2523,
